Column1;index;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
180;98;0;15/12/2023 14:32;d7ovggO1a0MticyeQVG9;0;0;84.52426147;0;92;15/12/2023 14:32;5;1;15/12/2023 14:23;1;1;2;0;2;9;5;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 14:23;-1
257;99;0;11/12/2023 15:11;vv3rbjOggOgrA7nCX4Gx;0;0;73.84459686;0;56;11/12/2023 15:12;1;0;11/12/2023 15:10;1;2;2;0;1;9;4;vv3rbjOggOgrA7nCX4Gx;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};11/12/2023 15:10;-1
251;101;0;15/11/2023 11:21;szRMTRYT7Yt33RjxB53V;0;0;59.60915375;0;67;15/11/2023 11:21;3;0;15/11/2023 11:21;1;4;1;0;2;3;1;szRMTRYT7Yt33RjxB53V;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/11/2023 11:21;-1
234;104;0;28/11/2023 12:58;gMoPizShoBD8dMUl4Phi;0;0;64.57314301;1;64;28/11/2023 12:58;2;0;28/11/2023 12:58;1;3;2;1;2;2;2;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0.012505652711415266, 'disgusted': 0.010863592833719522, 'angry': 0.045334188207676, 'sad': 0.26342822158296525, 'surprised': 0.0015937212627469216, 'neutral': 0.4638450934854618, 'happy': 0.20242954283249823};28/11/2023 12:58;0
47;105;0;27/11/2023 11:10;Sh5dn1jKmJfX7NtRSf78;0;0;53.73272324;0;73;27/11/2023 11:10;1;0;27/11/2023 11:09;1;3;3;0;2;9;2;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};27/11/2023 11:09;-1
76;106;0;18/12/2023 13:14;U1pFqzoeTEI4roTUtXRE;0;0;66.66088104;0;66;18/12/2023 13:14;1;0;18/12/2023 13:12;1;3;5;0;2;7;3;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};18/12/2023 13:12;-1
230;111;0;1/12/2023 11:35;gMoPizShoBD8dMUl4Phi;0;0;65.47390747;0;64;1/12/2023 11:35;5;0;1/12/2023 11:35;1;4;4;0;2;5;4;gMoPizShoBD8dMUl4Phi;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};1/12/2023 11:35;-1
106;112;0;14/12/2023 15:49;YmIggFiYE0bKQH45D32l;0;0;76.03767395;0;70;14/12/2023 15:49;4;0;14/12/2023 15:48;1;3;4;0;2;9;4;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0002801062719385609, 'disgusted': 0.00020679506800139327, 'angry': 0.022983925944195023, 'sad': 0.24856331037956822, 'surprised': 0.012035809111365382, 'neutral': 0.7098877600587484, 'happy': 0.006042307252743531};14/12/2023 15:48;0
120;113;0;12/12/2023 16:00;YmIggFiYE0bKQH45D32l;0;0;71.27199554;0;69;12/12/2023 16:00;2;0;12/12/2023 15:59;1;4;5;0;2;10;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 4.948493597112247e-07, 'disgusted': 2.6729294333449616e-08, 'angry': 1.760459599609021e-05, 'sad': 0.49761848617345095, 'surprised': 1.3119013431150961e-08, 'neutral': 0.5019187657162547, 'happy': 0.0004446568364073755};12/12/2023 15:59;0
133;115;0;16/01/2024 15:28;a4WMbN9tbZerp3MnLsRP;0;0;83.44271851;0;82;16/01/2024 15:28;2;1;16/01/2024 15:28;0;1;5;0;2;9;5;a4WMbN9tbZerp3MnLsRP;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 15:28;-1
75;117;0;19/12/2023 10:01;U1pFqzoeTEI4roTUtXRE;0;0;64.93981171;0;45;19/12/2023 10:01;2;0;19/12/2023 10:01;1;4;3;0;2;4;3;U1pFqzoeTEI4roTUtXRE;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};19/12/2023 10:01;-1
199;118;0;24/11/2023 12:34;dUE6bsuFDFNgbuJAplFb;1;0;66.15847778;1;88;24/11/2023 12:37;5;0;24/11/2023 12:34;1;4;3;0;2;9;4;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 12:34;-1
139;119;0;16/01/2024 12:26;a4WMbN9tbZerp3MnLsRP;1;0;89.54994965;0;96;16/01/2024 12:27;2;0;16/01/2024 12:26;1;5;2;0;2;1;2;a4WMbN9tbZerp3MnLsRP;3;{'fearful': 1.059984155812197e-05, 'disgusted': 0.00016046155262447389, 'angry': 0.0030143594527276144, 'sad': 0.029993643117517163, 'surprised': 0.0053372207242916156, 'neutral': 0.9590282505251267, 'happy': 0.0024554628626896};16/01/2024 12:25;0
27;122;0;21/11/2023 10:28;SAOXbQtictzpnIbCFZv1;0;0;61.19884109;0;95;21/11/2023 10:28;2;0;21/11/2023 10:28;1;4;2;0;2;5;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 8.825013291466595e-07, 'disgusted': 6.907475316833887e-06, 'angry': 0.017261185274928904, 'sad': 0.03797450799947097, 'surprised': 0.00013579668389516238, 'neutral': 0.9446107664350732, 'happy': 9.948451513817595e-06};21/11/2023 10:27;0
116;125;0;14/12/2023 10:13;YmIggFiYE0bKQH45D32l;1;0;68.98030853;0;95;14/12/2023 10:13;4;0;14/12/2023 09:59;1;3;2;0;2;9;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0003136167445651174, 'disgusted': 6.7969998630158e-05, 'angry': 0.10264463974377108, 'sad': 0.2156832767394603, 'surprised': 0.007759554975913492, 'neutral': 0.5860122289497235, 'happy': 0.08751871210935551};14/12/2023 09:59;0
252;127;0;15/11/2023 10:41;szRMTRYT7Yt33RjxB53V;1;0;70.46191406;0;69;15/11/2023 10:41;3;0;15/11/2023 10:41;1;4;1;0;2;8;3;szRMTRYT7Yt33RjxB53V;2;{'fearful': 9.101877584960505e-11, 'disgusted': 1.7476070368616092e-08, 'angry': 0.0013953922316432, 'sad': 1.5796678098922712e-07, 'surprised': 2.2767326299799606e-06, 'neutral': 0.9985709190368652, 'happy': 3.125329749309458e-05};15/11/2023 10:41;0
115;130;0;14/12/2023 10:53;YmIggFiYE0bKQH45D32l;1;0;89.77721405;0;89;14/12/2023 10:53;4;0;14/12/2023 10:52;1;3;3;0;2;9;4;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 10:52;-1
207;131;0;14/12/2023 11:38;erj1X6MFCo5o4NEboJb6;0;0;68.73278809;0;79;14/12/2023 11:38;4;0;14/12/2023 11:38;1;4;2;0;2;10;2;erj1X6MFCo5o4NEboJb6;3;{'fearful': 1.537516518120245e-05, 'disgusted': 0.00023107080403981156, 'angry': 0.005406171610334605, 'sad': 0.1597779210857832, 'surprised': 8.11848122169082e-05, 'neutral': 0.652284840372606, 'happy': 0.18220343532068478};14/12/2023 11:38;0
186;133;0;13/12/2023 14:56;d7ovggO1a0MticyeQVG9;0;0;69.02651978;0;28;13/12/2023 14:56;3;1;13/12/2023 14:49;1;2;2;0;2;9;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 7.429724158979931e-05, 'disgusted': 0.008553325309524087, 'angry': 0.025533270418570474, 'sad': 0.028217633290029635, 'surprised': 0.012036591358212676, 'neutral': 0.9209261000505649, 'happy': 0.004658767493990123};13/12/2023 14:49;0
26;134;0;21/11/2023 10:58;SAOXbQtictzpnIbCFZv1;0;0;79.38272095;0;94;21/11/2023 10:58;2;0;21/11/2023 10:58;1;3;2;0;2;5;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.0005267726922007236, 'disgusted': 0.10081766674096039, 'angry': 0.15835112241481078, 'sad': 0.28783863462093806, 'surprised': 0.004588200058267766, 'neutral': 0.3332013865160156, 'happy': 0.11467620661252437};21/11/2023 10:57;0
57;135;0;17/01/2024 10:39;TVapOofLiAEkGDH28N6X;0;0;66.43611145;0;59;17/01/2024 10:39;3;0;17/01/2024 10:38;1;5;4;0;2;9;2;TVapOofLiAEkGDH28N6X;3;{'fearful': 7.289809772271895e-05, 'disgusted': 0.0013692074840330696, 'angry': 0.031408524175033745, 'sad': 0.08166574528902275, 'surprised': 0.0021477396541598843, 'neutral': 0.8758823724006709, 'happy': 0.007453525613455082};17/01/2024 10:38;0
203;139;0;24/11/2023 10:36;dUE6bsuFDFNgbuJAplFb;0;0;73.41048431;0;93;24/11/2023 10:36;5;0;24/11/2023 10:34;1;3;2;0;2;11;3;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 9.958879814402975e-07, 'disgusted': 3.9807418380491974e-05, 'angry': 0.0015520832465700473, 'sad': 0.004142409316193135, 'surprised': 9.972253567693753e-05, 'neutral': 0.9662008789251558, 'happy': 0.027964102774924303};24/11/2023 10:34;0
192;143;0;13/12/2023 10:55;d7ovggO1a0MticyeQVG9;0;0;74.54431152;0;48;13/12/2023 10:55;3;0;13/12/2023 10:55;1;5;5;0;2;2;1;d7ovggO1a0MticyeQVG9;3;{'fearful': 0.0006251731732588562, 'disgusted': 0.002466140196300339, 'angry': 0.03096952129352594, 'sad': 0.15844650938147264, 'surprised': 0.002082012514993053, 'neutral': 0.654737207927422, 'happy': 0.15067342514776255};13/12/2023 10:54;0
33;144;0;17/11/2023 11:29;SAOXbQtictzpnIbCFZv1;0;0;71.70470428;0;45;17/11/2023 11:29;5;0;17/11/2023 11:28;1;4;1;0;2;8;3;SAOXbQtictzpnIbCFZv1;0;{'fearful': 1.754193908709567e-05, 'disgusted': 0.000640378799289465, 'angry': 0.002655081683769822, 'sad': 0.0023920589592307806, 'surprised': 0.0010505042737349868, 'neutral': 0.9183493852615356, 'happy': 0.0748949646949768};17/11/2023 11:29;0
63;145;0;16/01/2024 11:34;TVapOofLiAEkGDH28N6X;1;0;65.60700989;0;94;16/01/2024 11:34;2;0;16/01/2024 11:33;1;5;5;0;2;7;1;TVapOofLiAEkGDH28N6X;3;{'fearful': 0.0022283793858986337, 'disgusted': 0.000293063237149448, 'angry': 0.0032948678798421682, 'sad': 0.02566022354319317, 'surprised': 0.0032612163658280484, 'neutral': 0.9456288302113025, 'happy': 0.01963341582816499};16/01/2024 11:33;0
228;146;0;1/12/2023 12:35;gMoPizShoBD8dMUl4Phi;0;0;77.88742828;0;61;1/12/2023 12:35;5;0;1/12/2023 12:35;1;4;2;0;2;5;4;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0.00010320800262754215, 'disgusted': 0.019473270550924102, 'angry': 0.20630573027786633, 'sad': 0.15460636899415736, 'surprised': 4.867151614367855e-05, 'neutral': 0.5854341242546475, 'happy': 0.03402863218453783};1/12/2023 12:35;0
163;148;0;12/12/2023 11:50;bH4H8otePZ9isvYLDACq;0;0;74.82618713;0;79;12/12/2023 11:50;2;0;12/12/2023 11:28;1;2;5;0;2;6;4;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 11:28;-1
71;149;0;19/12/2023 12:19;U1pFqzoeTEI4roTUtXRE;0;0;60.21447754;0;39;19/12/2023 12:19;2;0;19/12/2023 12:01;1;3;3;0;2;9;4;U1pFqzoeTEI4roTUtXRE;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};19/12/2023 12:01;-1
174;150;0;30/11/2023 12:02;cyDWpmMeasocMsZotTDW;0;0;57.70722198;0;87;30/11/2023 12:02;4;0;30/11/2023 12:01;1;3;1;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 0.0005605132418318995, 'disgusted': 0.02075097655693336, 'angry': 0.08039541583956772, 'sad': 0.021308089497568454, 'surprised': 0.008367480807300237, 'neutral': 0.8683188740998677, 'happy': 0.0002986607574420869};30/11/2023 12:02;0
189;152;0;13/12/2023 13:08;d7ovggO1a0MticyeQVG9;0;0;86.67095947;0;36;13/12/2023 13:09;3;1;13/12/2023 13:01;1;4;4;0;2;1;3;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 13:01;-1
9;153;0;5/12/2023 16:25;IRe1FM7QipWVKWTEORJu;0;0;86.7279892;1;72;5/12/2023 16:26;2;0;5/12/2023 16:25;1;3;3;0;2;6;4;IRe1FM7QipWVKWTEORJu;3;{'fearful': 0.012749381899619416, 'disgusted': 0.04061933102578711, 'angry': 0.18007840266434913, 'sad': 0.037292682570662185, 'surprised': 0.01940150597495564, 'neutral': 0.3179394191659124, 'happy': 0.3919192801453967};5/12/2023 16:25;0
68;154;0;20/12/2023 10:30;U1pFqzoeTEI4roTUtXRE;0;0;62.52262497;0;29;20/12/2023 10:31;3;0;20/12/2023 10:30;1;2;2;0;2;7;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 5.5948910184915644e-05, 'disgusted': 0.09283343764608225, 'angry': 0.030468311960768397, 'sad': 0.4389660647138953, 'surprised': 0.0005222142198420622, 'neutral': 0.35664771031588316, 'happy': 0.08050630800919732};20/12/2023 10:30;0
143;155;0;16/01/2024 10:25;a4WMbN9tbZerp3MnLsRP;0;0;69.41408539;0;100;16/01/2024 10:26;2;0;16/01/2024 10:25;1;4;5;1;2;4;4;a4WMbN9tbZerp3MnLsRP;3;{'fearful': 1.8186283341492526e-06, 'disgusted': 5.191448872210458e-05, 'angry': 0.0013904583174735308, 'sad': 0.0003892514214385301, 'surprised': 0.0006318071391433477, 'neutral': 0.9951598048210144, 'happy': 0.0023748655803501606};16/01/2024 10:25;0
171;160;0;30/11/2023 13:48;cyDWpmMeasocMsZotTDW;0;0;69.6717453;0;81;30/11/2023 13:53;4;0;30/11/2023 13:48;1;4;2;0;2;2;2;cyDWpmMeasocMsZotTDW;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};30/11/2023 13:48;-1
136;162;0;16/01/2024 13:58;a4WMbN9tbZerp3MnLsRP;0;0;76.71888733;0;87;16/01/2024 13:58;2;0;16/01/2024 13:58;1;4;2;0;2;6;2;a4WMbN9tbZerp3MnLsRP;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 13:58;-1
168;167;0;30/11/2023 15:27;cyDWpmMeasocMsZotTDW;0;0;66.43611145;0;77;30/11/2023 15:27;4;0;30/11/2023 15:18;1;1;5;0;2;9;5;cyDWpmMeasocMsZotTDW;3;{'fearful': 5.653621956289203e-05, 'disgusted': 0.0013711932277950412, 'angry': 0.08935931975890087, 'sad': 0.11555290381121044, 'surprised': 0.01666657088184518, 'neutral': 0.756964834892879, 'happy': 0.020028634497521434};30/11/2023 15:18;0
196;170;0;24/11/2023 15:00;dUE6bsuFDFNgbuJAplFb;0;0;62.24539948;0;77;24/11/2023 15:00;5;0;24/11/2023 15:00;1;3;3;0;2;5;4;dUE6bsuFDFNgbuJAplFb;3;{'fearful': 0.009533461158071075, 'disgusted': 0.004840715861673523, 'angry': 0.005552401938378655, 'sad': 0.7318361997604371, 'surprised': 0.04060674821448628, 'neutral': 0.1882046692383786, 'happy': 0.019425797310153335};24/11/2023 14:59;0
172;171;0;30/11/2023 13:08;cyDWpmMeasocMsZotTDW;1;0;66.43611145;0;84;30/11/2023 13:08;4;0;30/11/2023 13:01;1;2;2;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 0.0004328321888348453, 'disgusted': 0.046536822196061256, 'angry': 0.17256190891691858, 'sad': 0.3321629502588621, 'surprised': 0.014153474638141747, 'neutral': 0.34667108567578, 'happy': 0.08748093963052103};30/11/2023 13:02;0
147;172;0;15/12/2023 11:52;bH4H8otePZ9isvYLDACq;0;0;74.22601318;0;87;15/12/2023 11:52;5;0;15/12/2023 11:24;1;2;2;0;2;6;3;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 11:24;-1
185;173;0;13/12/2023 15:27;d7ovggO1a0MticyeQVG9;1;0;85.45817566;0;26;13/12/2023 15:27;3;1;13/12/2023 15:19;1;2;2;0;2;9;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 0.004278017969298369, 'disgusted': 0.0062938486857792445, 'angry': 0.04318460574902329, 'sad': 0.15160058490893694, 'surprised': 0.01967230723662178, 'neutral': 0.7601421813535049, 'happy': 0.014828462164104543};13/12/2023 15:19;0
30;174;0;17/11/2023 13:38;SAOXbQtictzpnIbCFZv1;0;0;66.13707733;0;39;17/11/2023 13:38;5;0;17/11/2023 13:28;1;5;5;0;2;6;1;SAOXbQtictzpnIbCFZv1;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};17/11/2023 13:29;-1
165;175;0;12/12/2023 10:00;bH4H8otePZ9isvYLDACq;0;0;82.47442627;0;86;12/12/2023 10:00;2;0;12/12/2023 09:59;1;5;5;0;2;6;2;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 09:59;-1
166;176;0;12/12/2023 09:31;bH4H8otePZ9isvYLDACq;0;0;61.93124771;0;89;12/12/2023 09:31;2;0;12/12/2023 09:29;1;3;5;0;2;5;4;bH4H8otePZ9isvYLDACq;3;{'fearful': 0.07764959751540224, 'disgusted': 9.392687165528332e-05, 'angry': 0.0003570494159286925, 'sad': 0.062308233900690485, 'surprised': 0.12079912738986567, 'neutral': 0.6842482490654791, 'happy': 0.054543808759840065};12/12/2023 09:29;0
211;177;0;14/12/2023 09:38;erj1X6MFCo5o4NEboJb6;0;0;62.14419937;0;89;14/12/2023 09:38;4;0;14/12/2023 09:38;1;4;2;0;2;10;2;erj1X6MFCo5o4NEboJb6;3;{'fearful': 1.6863257211493041e-10, 'disgusted': 1.8287138443630633e-06, 'angry': 3.6742409442564725e-06, 'sad': 0.0002529082545553558, 'surprised': 2.379467942973192e-05, 'neutral': 0.9997160505440276, 'happy': 1.7479362327303846e-06};14/12/2023 09:38;0
135;178;0;16/01/2024 14:28;a4WMbN9tbZerp3MnLsRP;0;0;57.60483551;0;85;16/01/2024 14:28;2;1;16/01/2024 14:28;0;2;3;0;2;9;4;a4WMbN9tbZerp3MnLsRP;3;{'fearful': 0.00024890879738137333, 'disgusted': 0.000294150617433718, 'angry': 0.02390156137545123, 'sad': 0.05484785759002055, 'surprised': 0.0031831893278168703, 'neutral': 0.9166417347973793, 'happy': 0.0008825962030139885};16/01/2024 14:28;0
24;179;0;21/11/2023 11:58;SAOXbQtictzpnIbCFZv1;0;0;62.7849884;0;91;21/11/2023 11:58;2;0;21/11/2023 11:58;1;5;2;0;2;7;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.003773248879634982, 'disgusted': 0.0045884517280504805, 'angry': 0.06970889114507103, 'sad': 0.28931575074357957, 'surprised': 0.0025077386885036684, 'neutral': 0.6239535071068064, 'happy': 0.006152421564563775};21/11/2023 11:57;0
162;181;0;12/12/2023 12:16;bH4H8otePZ9isvYLDACq;0;0;85.83270264;0;77;12/12/2023 12:16;2;0;12/12/2023 11:58;1;4;5;0;2;3;1;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 11:58;-1
258;182;0;11/12/2023 14:56;vv3rbjOggOgrA7nCX4Gx;0;0;79.4653244;0;58;11/12/2023 14:56;1;0;11/12/2023 14:42;1;5;2;0;1;8;4;vv3rbjOggOgrA7nCX4Gx;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};11/12/2023 14:42;-1
37;183;0;4/12/2023 12:22;Sh5dn1jKmJfX7NtRSf78;0;0;61.9728775;0;46;4/12/2023 12:23;1;0;4/12/2023 12:22;1;3;2;0;2;10;3;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};4/12/2023 12:22;-1
206;184;0;14/12/2023 12:08;erj1X6MFCo5o4NEboJb6;0;0;65.0812912;0;76;14/12/2023 12:08;4;0;14/12/2023 12:08;1;2;3;0;2;8;4;erj1X6MFCo5o4NEboJb6;3;{'fearful': 0.00020788421964057095, 'disgusted': 6.59042850742397e-05, 'angry': 0.0031753885786805773, 'sad': 0.023250087859289705, 'surprised': 0.007448122379376466, 'neutral': 0.9314346766409772, 'happy': 0.03441792952921064};14/12/2023 12:08;0
42;185;0;27/11/2023 15:18;Sh5dn1jKmJfX7NtRSf78;0;0;65.09095764;0;59;27/11/2023 15:19;1;0;27/11/2023 15:18;1;2;3;0;2;4;3;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.002441547669849103, 'disgusted': 0.029311024255440386, 'angry': 0.017015979894394045, 'sad': 0.1166555108127846, 'surprised': 0.003385179829881155, 'neutral': 0.7890930217432066, 'happy': 0.04209772810120033};27/11/2023 15:18;0
90;187;0;7/12/2023 10:47;XXc0xwy4ZQpL3SM8pfiZ;1;0;83.21296692;0;95;7/12/2023 10:47;4;0;7/12/2023 10:43;1;5;2;0;2;1;1;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 10:43;0
61;188;0;16/01/2024 12:33;TVapOofLiAEkGDH28N6X;0;0;76.82343292;0;92;16/01/2024 12:33;2;0;16/01/2024 12:33;1;4;5;0;2;10;3;TVapOofLiAEkGDH28N6X;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 12:33;-1
226;189;0;1/12/2023 15:35;gMoPizShoBD8dMUl4Phi;0;0;66.20961761;0;50;1/12/2023 15:35;5;0;1/12/2023 15:34;1;4;2;0;2;5;4;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};1/12/2023 15:34;-1
43;190;0;27/11/2023 14:48;Sh5dn1jKmJfX7NtRSf78;0;0;66.02494049;0;61;27/11/2023 14:49;1;0;27/11/2023 14:48;1;5;1;0;2;10;1;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};27/11/2023 14:48;-1
137;191;1;16/01/2024 13:28;a4WMbN9tbZerp3MnLsRP;1;0;83.94285583;0;89;16/01/2024 13:29;2;0;16/01/2024 13:28;1;5;5;0;2;2;2;a4WMbN9tbZerp3MnLsRP;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 13:28;-1
81;193;0;7/12/2023 15:22;XXc0xwy4ZQpL3SM8pfiZ;0;0;75.78456116;0;75;7/12/2023 15:22;4;0;7/12/2023 15:22;1;4;2;0;2;9;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 3.4873041678040407e-07, 'disgusted': 7.394672486705343e-05, 'angry': 5.405143917869315e-05, 'sad': 0.6653088877598444, 'surprised': 4.2404142320011024e-05, 'neutral': 0.33419351954580634, 'happy': 0.0003268478251916563};7/12/2023 15:22;0
108;194;0;14/12/2023 15:00;YmIggFiYE0bKQH45D32l;0;0;75.88417816;0;75;14/12/2023 15:00;4;0;14/12/2023 14:35;1;2;4;0;2;4;3;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 14:35;-1
69;197;0;20/12/2023 10:00;U1pFqzoeTEI4roTUtXRE;0;0;60;0;31;20/12/2023 10:00;3;0;20/12/2023 10:00;1;2;2;0;2;8;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.002308818663745646, 'disgusted': 0.026966466621272465, 'angry': 0.11150292665976794, 'sad': 0.1267670362888436, 'surprised': 0.0016064439739061382, 'neutral': 0.7268067889678177, 'happy': 0.004041519884780503};20/12/2023 10:00;0
161;198;0;12/12/2023 12:28;bH4H8otePZ9isvYLDACq;0;0;79.86695862;0;76;12/12/2023 12:28;2;0;12/12/2023 12:28;1;5;3;0;2;3;1;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 12:28;-1
160;199;0;12/12/2023 12:58;bH4H8otePZ9isvYLDACq;0;0;58.47523499;0;74;12/12/2023 12:58;2;0;12/12/2023 12:58;1;4;1;0;2;7;3;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 12:58;-1
97;200;0;6/12/2023 13:20;XgGpKa0LW74g5jxci1DF;1;0;67.76557922;0;43;6/12/2023 13:21;3;0;6/12/2023 13:20;1;4;2;0;2;4;4;XgGpKa0LW74g5jxci1DF;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 13:20;-1
25;203;0;21/11/2023 11:29;SAOXbQtictzpnIbCFZv1;0;0;59.60915375;0;93;21/11/2023 11:30;2;0;21/11/2023 11:28;1;4;3;0;2;7;3;SAOXbQtictzpnIbCFZv1;3;{'fearful': 2.5952525218963768e-05, 'disgusted': 9.975056746170066e-05, 'angry': 0.014986037857064857, 'sad': 0.24941995914923784, 'surprised': 0.00015542302568449903, 'neutral': 0.7296810021069623, 'happy': 0.005631874193178999};21/11/2023 11:27;0
111;204;0;14/12/2023 13:20;YmIggFiYE0bKQH45D32l;0;0;80.61199188;0;81;14/12/2023 13:21;4;0;14/12/2023 13:05;1;4;5;0;2;1;3;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 13:05;-1
